0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
Wait On Love;Michael Bolton;spotify:track:0MSsPwiZj71s8grwMb6WOK;0,625;0,684;8;-11,439;1;0,043;0,0338;0,0011;0,113;0,606;110,516;266827;4;37,65127;10;1;5
Wake Me Up Before You Go-Go;Wham!;spotify:track:0ikz6tENMONtK6qGkOrU3c;0,62;0,574;0;-11,893;1;0,0421;0,272;0;0,0607;0,9;81,548;231333;4;36,1681;8;1;5
Walkin' Shoes;Tora Tora;spotify:track:08voj9TLULmsz8cOzFzYT8;0,372;0,686;2;-12,209;1;0,0442;0,000712;0,279;0,0731;0,526;145,514;228040;4;79,92093;9;1;5
Walking Blues;Big Joe Williams;spotify:track:1ZjN5X8LmUB67pWPgimW3B;0,509;0,277;6;-14,323;1;0,0495;0,827;0,00206;0,0756;0,64;101,157;161893;4;68,4653;7;0;5
Walks Like A Lady;Journey;spotify:track:2ec2PuewSVcTL0TvBpfqav;0,719;0,405;5;-14,065;1;0,0733;0,139;0;0,0447;0,654;131,634;196267;4;75,00111;8;1;5
Walpurgis Night;Stormwitch;spotify:track:4vgArmqdEZeTmsth6kklpw;0,313;0,692;9;-8,089;1;0,0683;0,00035;0,00904;0,172;0,585;133,058;181693;4;46,34468;8;0;5
Walpurgis Night (The Sign of Women's Fight);Running Wild;spotify:track:26kevKHN7pC4i41k0dzN3B;0,187;0,644;7;-16,353;1;0,085;0,000828;0,198;0,214;0,215;187,157;281080;4;73,16456;9;0;5
War In the Gutter;Running Wild;spotify:track:5BBcYqS7QosFAIpnnMY3zV;0,376;0,987;4;-8,23;0;0,0988;1,83E-05;0,000315;0,334;0,152;116,474;199187;4;37,26454;10;0;5
Way Cool Jr.;Ratt;spotify:track:5ezpnSlzlQaZfyZc8Wn2dV;0,541;0,948;9;-4,863;1;0,0696;0,0433;0,000518;0,341;0,257;89,605;267333;4;128,30022;7;1;5
Ways To Be Wicked;Lone Justice;spotify:track:2Oxrq0oQaQb5dtswjYMwmm;0,608;0,653;2;-11,662;1;0,0276;0,0418;1,63E-06;0,962;0,956;124,665;205333;4;61,3237;8;1;5
We Got To Come Together;Brooklyn Funk Essentials;spotify:track:1NNYIjUV4JO2pB5gVTTFC1;0,77;0,99;6;-8,135;1;0,0503;0,00298;0,788;0,317;0,798;122,883;277760;4;41,924;12;0;5
We Want Some Pussy ('89 House Mix);2 LIVE CREW;spotify:track:72jLOYSjdDrimlrOmnHlby;0,764;0,81;0;-11,231;1;0,0445;0,00154;0,0263;0,352;0,923;124,748;400587;4;18,42667;18;0;5
We Will Meet Again - Remastered;Bill Evans;spotify:track:1buxobgVjB9TMzODGU9MIv;0,442;0,2;0;-18,981;0;0,0396;0,924;0,896;0,257;0,228;78,834;244786;3;40,63976;10;0;5
Welcome To The Jungle;Guns N' Roses;spotify:track:0G21yYKMZoHa30cYVi1iA8;0,453;0,987;8;-4,485;1;0,0889;0,0195;0,283;0,268;0,316;123,544;273480;4;26,37764;13;1;5
Wenn der Himmel brennt;Slime;spotify:track:1LtIsXAWaWIs1ZTadauJHv;0,368;0,992;9;-3,185;0;0,189;0,0351;0,00197;0,133;0,0744;110,027;177600;4;25,20706;9;0;5
What I Like About You;Michael Morales;spotify:track:5RBdhB9q70XvaGK2ai2bNp;0,548;0,945;9;-10,207;1;0,0429;0,0254;4,34E-05;0,0576;0,918;76,292;184600;4;37,0895;6;1;5
What Kind Of Fool Am I;Rick Springfield;spotify:track:3C7HthJQqYH5me3Gx2HrGb;0,611;0,453;2;-11,383;1;0,0434;0,483;0;0,0774;0,321;118,921;200640;4;36,73739;8;1;5
What People Do For Money - Dollar Bill Dub;Divine Sounds;spotify:track:3iLJAlVRgyQZ8Syc3aKydi;0,913;0,494;11;-7,249;0;0,0918;0,00956;0,517;0,0564;0,786;124,017;506953;4;31,64937;17;0;5
What The Fuck (Can I Do) - Instrumental Mix;Jonathan Ulysses;spotify:track:4HMigYSBb6wDw86oQagasL;0,675;0,862;7;-5,624;1;0,145;0,00281;0,926;0,0574;0,425;128,005;345000;4;25,32558;12;0;5
What You Need;INXS;spotify:track:04EnF5C2HvYZfGu64Bng7I;0,685;0,827;11;-6,045;1;0,0546;0,0238;0,0159;0,328;0,477;116,085;214000;4;28,70342;10;1;5
Whatever Happened To Old Fashioned Love;B.J. Thomas;spotify:track:5FUG7FHEX0lPsXCaDD0k9J;0,578;0,392;2;-15,551;1;0,0298;0,138;0;0,231;0,62;108,03;206400;4;32,30098;9;1;5
What's Love Got To Do With It;Tina Turner;spotify:track:4kOfxxnW1ukZdsNbCKY9br;0,851;0,406;1;-11,631;1;0,0661;0,219;6,41E-06;0,0853;0,792;97,84;226880;4;38,47106;13;1;5
Wheels of Fire;Manowar;spotify:track:3SQlNgbmy6GQ1lq5yDUchx;0,342;0,897;2;-11,221;1;0,103;1,08E-05;0,643;0,358;0,129;94,596;250373;4;34,64995;12;0;5
When He Shines;Sheena Easton;spotify:track:1jUu3iBZ1lCZSpnvbe0udo;0,346;0,0677;10;-15,864;1;0,0341;0,922;3,44E-06;0,112;0,0855;110,559;236347;4;34,93229;12;1;5
When I get home;Elizabeth Cotten;spotify:track:5yeB8FGoeS4EkDcnsRN8vP;0,496;0,124;5;-16,657;1;0,0368;0,975;0,011;0,119;0,318;175,921;143000;4;48,46319;6;0;5
When I'm With You;Sheriff;spotify:track:3RJof5CojqlbgZ5adHw50O;0,248;0,324;9;-10,878;1;0,03;0,274;0,00946;0,113;0,122;135,786;238040;4;38,38571;10;1;5
When It Feels Good;The Darling Buds;spotify:track:2E7noXDRCk9Ns85kcvImCv;0,462;0,723;4;-10,801;1;0,0307;0,0559;0,0744;0,0901;0,573;130,171;224027;4;47,0424;10;0;5
When She Dances;Joey Scarbury;spotify:track:2sGlc4yHQBoCD9xeKV7nr0;0,628;0,328;8;-15,834;1;0,0383;0,358;0;0,0841;0,547;78,305;204440;4;40,42137;9;1;5
When She Was My Girl;Four Tops;spotify:track:3FPaQv0qldYuF0XD0ziwT8;0,696;0,593;5;-10,283;1;0,0399;0,203;0,00219;0,0767;0,778;100,346;206053;4;18,01532;9;1;5
When The Feeling Comes Around;Jennifer Warnes;spotify:track:2YLmGC20C23WHlU1hNPeRA;0,618;0,487;2;-11,592;1;0,0827;0,508;0;0,0595;0,857;118,16;197067;4;36,63264;9;1;5
When The Lights Go Out;Naked Eyes;spotify:track:16BBr5OO2J6M3OqKCy20m3;0,637;0,842;9;-4,492;0;0,0273;0,225;0;0,352;0,924;98,092;182560;4;36,52868;7;1;5
When Your Heart Is Weak;Cock Robin;spotify:track:7eaPCOybgKSjvX7ptXLZNO;0,635;0,498;11;-9,62;1;0,0268;0,0583;0,0103;0,117;0,576;106,984;346467;4;84,05764;12;1;5
Where Did Your Heart Go?;Wham!;spotify:track:0G5fazgowlpnpAuiQ019Ur;0,561;0,611;10;-11,981;0;0,0328;0,2;0,00305;0,11;0,621;96,491;342667;4;41,28543;15;1;5
Where Do Broken Hearts Go;Whitney Houston;spotify:track:7tLtIZclwLWk54PFAyDv5T;0,464;0,386;2;-12,174;1;0,0292;0,632;0;0,0682;0,251;61,868;277600;4;49,23549;9;1;5
Where Does The Lovin' Go;David Gates;spotify:track:0FIWbmMoNPBCRHpp9e9lNz;0,465;0,324;4;-13,774;1;0,0286;0,0424;0;0,137;0,358;85,456;187280;4;35,15211;8;1;5
Where Dragon's Rule;Crimson Glory;spotify:track:72RSFJdtj70wRfgCZTI3fY;0,531;0,955;1;-3,566;1;0,077;0,000187;0,074;0,166;0,378;100,059;303507;4;37,52088;17;0;5
While You See A Chance;Steve Winwood;spotify:track:4JAFyW6oZV6DIADeV619QG;0,602;0,732;2;-8,29;1;0,0282;0,36;0,000314;0,0755;0,411;129,355;312773;4;32,55373;14;1;5
White Noise Waves;Nataural;spotify:track:7fOGOaXp8caHZey7IYR1ZT;0,13;0,951;1;-13,412;1;0,193;0,577;0,891;0,877;0,0304;160,053;128662;3;28,94568;9;0;5
White Wedding;Billy Idol;spotify:track:1gzIbdFnGJ226LTl0Cn2SX;0,673;0,814;9;-5,411;1;0,0367;0,0133;0,00293;0,343;0,728;147,193;252200;4;25,79702;13;1;5
Who Checked In? (Freak-A-Deak Theme) - Live;Junkyard Band;spotify:track:1FBcg826UglT6KFtopSYAb;0,763;0,624;10;-9,061;0;0,364;0,535;6,93E-06;0,196;0,655;91,538;422667;4;31,40287;22;0;5
Who's Behind The Door?;Zebra;spotify:track:7EucoxqiQUYeftPwee0PGR;0,19;0,641;7;-13,813;1;0,0573;0,0282;0,0581;0,323;0,207;90,045;316333;4;62,29854;14;1;5
Who's That Girl;Eurythmics;spotify:track:6P8kyob4SPq2Z0TBEHzgZy;0,777;0,504;0;-10,824;0;0,044;0,0661;1,55E-06;0,0752;0,357;119,542;286733;4;41,01991;13;1;5
Why Can't I Have You;The Cars;spotify:track:3hPljMlsrP2S4j2WQdhZo0;0,586;0,503;4;-10,001;0;0,0322;0,358;1,41E-05;0,0426;0,895;206,208;245507;4;58,48987;11;1;5
Why Do Fools Fall In Love;Diana Ross;spotify:track:618K2eozL0nM4nf0d8Q5r6;0,652;0,8;4;-5,463;1;0,0738;0,52;7,56E-05;0,566;0,961;160,105;173413;4;33,68122;8;1;5
Wiedersehn;Ton Steine Scherben;spotify:track:4iafuhW9ePYvdHEggZ8J4c;0,694;0,587;7;-8,941;1;0,157;0,0715;0;0,165;0,677;126,294;211360;4;37,21186;9;0;5
Windows;Missing Persons;spotify:track:1xBl90mVMPL3XyEa2RLgkW;0,664;0,689;6;-10,063;1;0,0305;0,142;2,82E-06;0,115;0,605;132,15;302373;4;52,99255;12;1;5
Wise Up;Amy Grant;spotify:track:5sOTZX5LqMQ0Y1U4631cY5;0,739;0,886;2;-6,128;1;0,036;0,0764;0,000133;0,683;0,788;107,367;232107;4;22,47915;9;1;5
Wishing (If I Had A Photograph Of You);A Flock Of Seagulls;spotify:track:2mwdSJZlzXOJqTQ37rpIbv;0,507;0,803;1;-5,176;1;0,0388;0,104;0,678;0,054;0,682;120,23;330427;4;39,11572;18;1;5
With You I'm Born Again;Billy Preston & Syreeta;spotify:track:7wlPnBfcywEctiVWwCdxvn;0,348;0,313;10;-11,379;1;0,0324;0,866;0,000257;0,13;0,356;82,004;220600;3;33,66676;9;1;5
Without A Song - Remastered;Bill Evans;spotify:track:0SCuGFxB74I7WlFWlQGZDJ;0,429;0,366;10;-16,006;1;0,0365;0,953;0,916;0,115;0,258;92,073;485827;4;30,30666;24;0;5
Without You (Not Another Lonely Night);Franke & The Knockouts;spotify:track:3hzzv1JDlYAOBaT6eW2fSx;0,534;0,607;2;-7,072;1;0,0419;0,162;0;0,209;0,309;73,564;227040;4;38,21463;10;1;5
Witness (Main Title) / Journey To Baltimore;Maurice Jarre;spotify:track:71G0G8id5H7Y0CyxdPW89v;0,0744;0,0825;9;-21,207;0;0,0443;0,97;0,963;0,0965;0,0337;78,257;383000;3;28,86833;22;0;5
Word Up;Cameo;spotify:track:7LoGfKBAaOl0nxhodJ1240;0,878;0,84;6;-13,105;0;0,064;0,0421;0,0035;0,053;0,882;116,222;260000;4;56,07821;13;1;5
World Where You Live;Crowded House;spotify:track:6aInKHoFNCD7DPWUhFRfUE;0,572;0,455;2;-15,244;1;0,035;0,102;3,38E-06;0,172;0,905;110,422;184640;4;31,09251;12;1;5
Worlock;Skinny Puppy;spotify:track:1OY3V4AB64zZanzBQ4b8Z1;0,618;0,902;0;-6,175;1;0,0676;0,00489;0,00445;0,126;0,452;91,393;330240;4;28,31056;10;0;5
X Communication;My Life With The Thrill Kill Kult;spotify:track:0RMC7FMCn5u77QLUZI4q9U;0,55;0,92;11;-6,392;1;0,0904;0,00827;3,42E-05;0,5;0,471;103,431;311167;4;34,57905;17;0;5
Ye Zamin Gaa Rahi Hai - Teri Kasam / Soundtrack Version;Amit Kumar;spotify:track:7AmDrDeMUjMOr1ZbhRABEw;0,519;0,529;6;-10,816;0;0,0307;0,62;4,85E-06;0,132;0,862;136,711;323987;4;34,69032;12;0;5
Yeah Buddy (Extended Mix);Royal House;spotify:track:4E1AdopjTJSO1N52LaVsvC;0,815;0,92;8;-3,358;0;0,141;0,102;0,00112;0,342;0,953;123,032;421293;4;32,64899;17;0;5
Yearning For Your Love;The Gap Band;spotify:track:5qM925z83TMCtj6h0qooVi;0,586;0,377;2;-12,638;1;0,0271;0,0996;3,15E-06;0,0859;0,438;90,716;343400;4;38,53602;9;1;5
Yellow Panties;Dr. Jeckyll & Mr. Hyde;spotify:track:6LdpgyYQxwvnw3DaE7Xkov;0,959;0,386;9;-14,406;0;0,175;0,0239;1,72E-05;0,0638;0,529;116,842;279747;4;40,35363;11;0;5
Yes He Ran;Skinny Puppy;spotify:track:603DGYWkVfeS5HPWilHu7T;0,58;0,754;7;-12,562;1;0,0466;0,000415;0,626;0,341;0,373;99,748;388160;4;29,75349;19;0;5
Yo Te Necesito;Los Bukis;spotify:track:7yMWuJ6JOZ8Joo5gQrNaYA;0,432;0,643;9;-9,168;1;0,0533;0,281;0;0,08;0,773;181,519;178240;3;48,23935;8;0;5
You Are My Heaven;Roberta Flack With Donny Hathaway;spotify:track:36Lo6DYzqyGLVFoPQSspmF;0,593;0,579;1;-10,692;1;0,0521;0,171;0,000203;0,611;0,705;101,649;254453;4;18,52286;10;1;5
You Better Run;Pat Benatar;spotify:track:5qwdIO55XtliaaSs9ccptC;0,605;0,621;9;-10,495;1;0,0532;0,102;0,000744;0,22;0,696;125,701;185027;4;33,31274;10;1;5
You Came;Kim Wilde;spotify:track:2mXvx5UORysNIFVnsuo3kc;0,655;0,99;4;-5,204;1;0,0565;0,329;0,000177;0,0625;0,62;119,046;208520;4;29,62747;10;1;5
You Don't Believe;The Alan Parsons Project;spotify:track:5vhDFOTm51TGtGaPTtcTKY;0,667;0,633;0;-10,836;0;0,0313;0,0683;4,12E-05;0,0725;0,574;122,827;266893;4;28,35616;9;1;5
You Don't Know Me;Mickey Gilley;spotify:track:1JkEmkfi0wzOpmf55or7AC;0,519;0,324;0;-9,03;1;0,0282;0,551;2,99E-06;0,133;0,289;72,723;184600;4;34,24392;9;1;5
You Know I Love You ... Don't You?;Howard Jones;spotify:track:1ZfIg69PCKg7IHxA43R4NS;0,669;0,948;10;-5,092;1;0,0429;0,15;0,00714;0,195;0,961;144,092;240626;4;48,01091;11;1;5
You Leave Me Breathless - Rudy Van Gelder Remaster;John Coltrane;spotify:track:0X2rAKNhB12m9zKAEBYbu4;0,506;0,0704;5;-19,089;1;0,0357;0,959;0,789;0,0806;0,269;110,676;441000;4;26,1382;18;0;5
You Make Me Feel Like A Man;Ricky Skaggs;spotify:track:3TIMbjD86wxWup2QntiJgT;0,584;0,346;5;-9,216;1;0,026;0,114;2,03E-06;0,687;0,52;104,493;253533;4;28,13033;11;0;5
You May See Me Walkin';Ricky Skaggs;spotify:track:5HvGySl3kOL2QnlhkAu9Sl;0,713;0,456;9;-9,483;1;0,029;0,12;0,000177;0,262;0,941;129,913;147973;4;36,89555;6;0;5
You Should Be Mine (The Woo Woo Song);Jeffrey Osborne;spotify:track:2SfuAy85nKuB71LCLZFDPk;0,725;0,648;0;-10,968;1;0,0384;0,675;0,000463;0,0943;0,853;88,907;266507;4;25,36936;15;1;5
Young Thing. Wild Dreams (Rock Me);Red Rider;spotify:track:529PsUjf4jXDWHk957tarb;0,751;0,683;9;-7,463;1;0,0366;0,0405;8,64E-06;0,0813;0,892;111,072;212533;4;27,95498;10;1;5
Young Wild And Free;Brighton Rock;spotify:track:7EBpncUwlHjLhQTetSLb9O;0,454;0,734;2;-15,559;1;0,041;0,124;1,36E-05;0,099;0,46;135,527;225560;4;36,52688;11;0;5
Your Love Is King;Sade;spotify:track:2DcSehEocZhDogCJKCnXb3;0,742;0,422;9;-6,797;1;0,0309;0,559;4,14E-05;0,0402;0,592;134,624;219427;3;35,96118;12;1;5
You're A Friend Of Mine;Clarence Clemons & Jackson Browne;spotify:track:4aqCPPCnEQCuI4bC18wm1W;0,595;0,919;11;-6,154;1;0,038;0,0707;7,14E-05;0,212;0,74;92,703;290933;4;25,3315;15;1;5
You're Driving Me Out Of My Mind;Little River Band;spotify:track:4LfWMwJSjyVj0kPJHecc69;0,633;0,727;0;-7,69;1;0,0265;0,0207;0,000111;0,265;0,918;110,867;313160;4;32,5634;15;1;5
You're My Blessing;Lou Rawls;spotify:track:3av8222ArMb8u8dXMtXAFV;0,808;0,616;10;-10,995;0;0,0454;0,316;0,0024;0,0648;0,804;112,56;261333;4;86,76976;9;1;5
You're So Easy To Love;Tommy James;spotify:track:4NC681EQijAxBzBIxjkOxZ;0,576;0,53;10;-11,317;1;0,0372;0,0389;0;0,0517;0,933;120,277;241227;4;26,02731;12;1;5
Zindagi Jab Bhi;Talat Aziz;spotify:track:0y3b4ssMVGVAYnVd231Tff;0,604;0,497;2;-6,933;1;0,0267;0,748;0;0,358;0,549;95,008;296760;4;16,58908;14;0;5
Zombie Dance - Remastered;The Cramps;spotify:track:1OcDvY7VSrlB5wa5zQoBzb;0,524;0,883;11;-8,274;0;0,0919;6,60E-05;0,885;0,0849;0,594;108,284;115440;4;23,62863;7;0;5
אלינור;Zohar Argov;spotify:track:5DrKHIoKhGgqJCvHChRwbo;0,497;0,671;5;-14,335;1;0,0699;0,235;0,0791;0,172;0,467;103,147;301667;3;70,76963;14;0;5
היה זה ערב סגריר;Zohar Argov;spotify:track:3Oz8KXLNK26rYhCd3wlYPD;0,552;0,652;2;-13,998;0;0,0356;0,544;0,000277;0,101;0,928;110,159;368853;4;26,64764;18;0;5
הפרח בגני;Zohar Argov;spotify:track:65SBc367d0Wra0HTW9eNqj;0,275;0,49;0;-16,252;0;0,0364;0,227;9,09E-06;0,0685;0,734;174,184;222133;4;31,26596;8;0;5
להלה יזיד אקטר;Zohar Argov;spotify:track:6hiUDxFtitzC1K2GgjxnRI;0,456;0,558;9;-12,763;0;0,0877;0,45;9,02E-05;0,175;0,389;109,509;338627;4;33,24057;14;0;5
לשיר איתך;Boaz Sharabi;spotify:track:0rlIsdv5bdnAdhC69rpXAn;0,477;0,429;0;-10,286;1;0,0328;0,714;0;0,0437;0,208;76,591;267440;4;53,74987;13;0;5
נשבע;Haim Moshe;spotify:track:7bxlXnh1YMHQZHQm04oNrk;0,406;0,24;11;-14,13;0;0,032;0,861;2,58E-06;0,11;0,136;83,168;254333;4;48,15516;11;0;5
עוד דקה את נעלמת;Zohar Argov;spotify:track:2bTXTDIF3KTrhGyvO8OTXG;0,448;0,34;7;-14,618;0;0,0283;0,321;0,000374;0,105;0,299;98,406;245600;4;28,99532;13;0;5
dataset_of_track;dataset_of_artist;dataset_of_uri;dataset_of_danceability;dataset_of_energy;dataset_of_key;dataset_of_loudness;dataset_of_mode;dataset_of_speechiness;dataset_of_acousticness;dataset_of_instrumentalness;dataset_of_liveness;dataset_of_valence;dataset_of_tempo;dataset_of_duration_ms;dataset_of_time_signature;dataset_of_chorus_hit;dataset_of_sections;dataset_of_target;dataset_of_id_ano
"Don't Cry For Me Argentina (From ""Evita"")";Madonna;spotify:track:0XzS20zTg74EyoM1dDORlE;0,297;0,148;11;-13,898;1;0,0337;0,897;4,03E-06;0,099;0,082;104,458;335733;5;44,7754;17;1;6
"I Love Music (From ""Carlito's Way"")";Rozalla;spotify:track:7bf3WkBlgMvE2n0F96LQja;0,714;0,686;2;-8,428;0;0,0294;0,0376;0,0043;0,0853;0,842;125,982;290000;4;26,85643;13;1;6
"Let It Go (From ""Set It Off"")";Ray J;spotify:track:6igXETl1zKir06CA7NWYo2;0,853;0,515;0;-5,081;1;0,0453;0,0547;7,79E-05;0,0519;0,859;93,026;293129;4;32,89598;11;1;6
"Oscar's ""B"" Sandwich";Oscar the Grouch;spotify:track:32WQuOyYBxZW1Q8tmL7amK;0,778;0,573;0;-9,285;1;0,355;0,795;0;0,753;0,966;107,087;64773;3;11,3163;3;0;6
"Piano Concerto No. 21 in C Major. K. 467 ""Elvira Madigan"": II. Andante";Wolfgang Amadeus Mozart;spotify:track:2YarjDYjBJuH63dUIh9OWv;0,194;0,0324;5;-28,215;1;0,0382;0,982;0,961;0,0916;0,0596;144,13;433800;4;44,69069;19;0;6
"Piano Concerto No.5 in E flat major Op.73 -""Emperor"": 2. Adagio un poco mosso";Ludwig van Beethoven;spotify:track:2a6EP73QVZxj0NSVEta4Ad;0,227;0,0227;11;-29,761;1;0,0432;0,988;0,909;0,103;0,04;84,99;498867;4;53,77873;23;0;6
"Regreso al amor. from Solana's movie ""Sur""";Yo-Yo Ma;spotify:track:6NVHnUrSPVAcN3ezheg5HP;0,365;0,281;2;-11,878;0;0,0316;0,719;0,173;0,0899;0,428;95,079;362400;4;69,18476;17;0;6
"Someday (From ""The Hunchback Of Notre Dame"")";All-4-One;spotify:track:0LY1DGU1xAWJOFHTMLYBMS;0,22;0,174;6;-20,329;0;0,0307;0,378;0;0,0944;0,106;167,178;260493;3;27,05795;12;1;6
"Soul To Squeeze (From ""Coneheads"")";Red Hot Chili Peppers;spotify:track:6pkzrU2RKoPcQJHT7dwlbP;0,663;0,546;5;-5,234;1;0,0269;0,0322;0,000572;0,107;0,656;88,171;289533;4;110,3566;9;1;6
"The Perfect Drug (From ""Lost Highway"")";Nine Inch Nails;spotify:track:4N9jdraFn9ejQPijbgzZzv;0,627;0,883;5;-8,988;0;0,0947;0,0207;0,00346;0,323;0,252;149,024;315440;4;37,21339;12;1;6
"The Riddler (From ""Batman Forever"")";Method Man;spotify:track:0GzXo2jahyCJbyTEo5fqCB;0,798;0,668;10;-4,824;1;0,091;0,0571;0,00987;0,204;0,438;168,039;213733;4;34,91878;14;1;6
"Violin Concerto ""To The Memory Of An Angel"": 2. Allegro - Adagio";Alban Berg;spotify:track:60P4tyxMGLVOoTNnH8874U;0,118;0,0688;5;-22,729;0;0,041;0,92;0,182;0,109;0,0346;92,353;972000;4;44,8779;49;0;6
"When I Fall In Love (From ""Sleepless In Seattle"")";Celine Dion And Clive Griffin;spotify:track:5kqmgfPEUWtDGWOvop4sP2;0,19;0,241;8;-13,251;1;0,0322;0,577;0;0,0952;0,107;68,353;260827;4;68,96294;11;1;6
"When You Wish Upon A Star (From Walt Disney's ""Pinocchio"") - Instrumental";Dave Brubeck;spotify:track:2fjpDEiMe9eYDYmk1W2j3O;0,617;0,149;0;-14,349;0;0,049;0,948;0,17;0,0947;0,431;112,84;288973;4;56,55171;14;0;6
#3;Aphex Twin;spotify:track:2Bc4llhjJBW77I552RgA3L;0,167;0,071;6;-27,108;0;0,041;0,911;0,855;0,107;0,0613;143,315;464293;5;43,83132;18;0;6
(Everything I Do) I Do It For You;Bryan Adams;spotify:track:6eBK3edMW7bEzecF1eCezc;0,526;0,365;1;-12,605;1;0,028;0,0775;1,35E-05;0,0618;0,253;131,253;394133;4;27,3344;16;1;6
(Friday Afternoon) In a Galaxy Far Away;Mattias IA Eklundh;spotify:track:4ndZWKvlUvabWlLPTp2px2;0,218;0,972;3;-6,097;1;0,228;0,113;0,32;0,355;0,167;138,859;47400;3;23,95958;4;0;6
(I Could Only) Whisper Your Name;Harry Connick, Jr.;spotify:track:68EKUNtzGVapUS30PJDVKs;0,682;0,572;5;-7,067;0;0,045;0,191;0,204;0,0504;0,844;89,083;290333;4;31,29211;12;1;6
(We Ain't Got) Nothin' Yet;The Blues Magoos;spotify:track:7sKCwyhhdzrb9nx6gmTsFE;0,409;0,857;10;-9,709;1;0,0442;0,208;8,93E-05;0,0493;0,881;148,739;138867;4;38,63422;6;0;6
...Baby One More Time;Britney Spears;spotify:track:3MjUtNVVq3C8Fn0MP3zhXa;0,759;0,699;0;-5,745;0;0,0307;0,202;0,000131;0,443;0,907;92,96;211067;4;31,62785;9;1;6
¿Y Todo Para Qué?;Intocable;spotify:track:53IpyJOqUIcCzCUtMjP9oy;0,694;0,637;0;-7,786;1;0,0274;0,336;5,40E-05;0,322;0,782;102,833;190533;4;28,39795;11;0;6
12;Jeffries Fan Club;spotify:track:6GN4Dciom4zOzftIS5YkDH;0,436;0,936;7;-8,156;1;0,0836;0,00136;0,196;0,118;0,749;116,929;176013;4;53,51022;7;0;6
01/02/2003;The Chimes;spotify:track:59SxsQ3e2bQ9U65GelEMqV;0,826;0,611;6;-12,571;1;0,0648;0,0336;0,0224;0,0498;0,919;109,801;203360;4;36,84838;9;1;6
1969;Sisters of Mercy;spotify:track:5t3w2oRxvGqkzrz5m4fMMm;0,463;0,762;7;-7,587;1;0,033;8,95E-06;0,896;0,0748;0,849;98,556;165433;4;42,54899;6;0;6
1-Luv;E-40 (Featuring Leviti);spotify:track:2yJCZ4b5v5vT0iqAs9LuS5;0,806;0,746;2;-5,473;1;0,151;0,0657;6,43E-05;0,127;0,417;90,038;308307;4;47,24649;12;1;6
1st Of Tha Month;Bone Thugs-N-Harmony;spotify:track:1dF5Y2dd7Wm4wZKvVjWBpr;0,729;0,581;5;-8,235;0;0,18;0,0777;3,81E-06;0,696;0,508;74,038;314680;4;46,15646;11;1;6
3 Gymnopédies: Gymnopedie No. 1;Erik Satie;spotify:track:1jQUjKDjWsVPIYyLANEThG;0,527;0,0291;7;-31,347;1;0,0741;0,994;0,917;0,0959;0,28;99,331;159333;3;41,14856;8;0;6
5 Miles To Empty;Brownstone;spotify:track:2kJxVNGxZSENlLGCdV8AIV;0,671;0,733;3;-10,884;0;0,0283;5,01E-05;0,858;0,0745;0,803;123,577;225933;4;31,81401;10;1;6
57 Channels (And Nothin' On);Bruce Springsteen;spotify:track:42eWzCqHuCD5QRwzq3I24e;0,894;0,316;7;-18,975;1;0,0978;0,608;0,0153;0,111;0,64;132,061;145467;4;37,11863;7;1;6
808;Blaque;spotify:track:1Pqv7l6vxjBxd5fx4bWchC;0,867;0,42;1;-9,478;1;0,167;0,00328;3,18E-06;0,0887;0,367;121,66;306693;4;22,84136;15;1;6
A Life of Possibilities;Dismemberment Plan;spotify:track:3TKWCQMU7xYEEslFXsj51i;0,709;0,837;7;-7,273;1;0,0779;0,101;0,511;0,114;0,502;125,485;274720;4;40,24415;9;0;6
A Little Love;Corey Hart;spotify:track:7rYipZC5OPXEdhK69Lc8JJ;0,644;0,856;0;-10,663;1;0,0526;0,0766;0;0,0813;0,542;121,055;252667;4;38,41666;10;1;6
A Little Past Little Rock;Lee Ann Womack;spotify:track:3Xl5apC8UhqZ1FZ7u3HHfO;0,439;0,539;4;-8,035;1;0,0329;0,602;1,31E-05;0,155;0,319;171,888;256027;4;34,90149;11;1;6
A Message For The Saints;Donald Lawrence & The Tri-City Singers;spotify:track:4tSkWw6LaQm9hSw5KbYCAY;0,579;0,921;5;-7,195;0;0,0454;0,142;0;0,977;0,552;80,84;322707;4;48,84223;12;0;6
A Minha Vingança;Jose Roberto;spotify:track:42zBTWx2BnvoGgwZ2YRudM;0,634;0,621;9;-9,795;1;0,0351;0,0727;1,66E-06;0,286;0,784;120,06;161939;4;31,72636;8;0;6
A New Dawn - Gujarat Prabhatiyu;Rakesh Chaurasia;spotify:track:0BFwipUuYDILoHZ2GezTKF;0,347;0,54;4;-6,839;1;0,0305;0,364;0,0565;0,124;0,449;141,814;412720;4;25,2752;19;0;6
A Promise I Make;Dakota Moon;spotify:track:6dWbvrb0xygIlstvZxDhDJ;0,711;0,481;0;-8,135;0;0,0242;0,273;0;0,0952;0,392;90,118;267280;4;30,26556;11;1;6
Abigor;Cryptopsy;spotify:track:4kfpbmx9zcQeZLPKNLCO2A;0,232;0,961;9;-14,036;1;0,0503;0,000263;0,929;0,363;0,161;102,172;231427;4;38,40962;9;0;6
